grid_id,date,temperature,humidity,precipitation,wind,day_of_week,month,is_weekend,is_holiday,lag_1,lag_3,lag_7,rolling_sum_7,rolling_sum_14,grid_id_enc,rf_prob,rf_pred,temperature_shap,humidity_shap,precipitation_shap,wind_shap,day_of_week_shap,month_shap,is_weekend_shap,is_holiday_shap,lag_1_shap,lag_3_shap,lag_7_shap,rolling_sum_7_shap,rolling_sum_14_shap,grid_id_enc_shap,top_driver_1,top_driver_2,top_driver_3,top_driver_1_shap,top_driver_2_shap,top_driver_3_shap,explanation_text
r1_c7,2024-11-08,20.3,88.0,0.2,9.8,4,11,0,0,0.0,0.0,0.0,0.0,0.0,165,0.5655802962490785,1,-0.02634760685543487,-0.006147890552891894,0.006306413810728372,0.022649297871826336,0.01885974985620361,0.03442282186985356,0.010802843215163898,-0.0003578242061766256,-0.00024432095459830385,0.00010995453849876816,-0.00010527819999144398,-0.0028133476780204925,-0.0013916960961537857,0.010038836680449779,month,temperature,wind,0.03442282186985356,-0.02634760685543487,0.022649297871826336,"Risk is elevated mainly because month (increases risk), temperature (decreases risk), and wind (increases risk)."
r17_c14,2024-10-21,16.0,60.0,0.0,11.6,0,10,0,0,0.0,1.0,0.0,2.0,5.0,118,0.564785848567772,1,-0.013392217632775242,-0.025582260965094448,0.01275136419643242,-0.03195747694225843,-0.029975658429752035,-0.023580336655984767,0.0013853962854213076,-0.0007316110653853834,0.0002459003321035646,-0.02518793205175194,0.0004516820796340208,0.07325445100469194,0.12362165329114487,0.0036845521717263573,rolling_sum_14,rolling_sum_7,wind,0.12362165329114487,0.07325445100469194,-0.03195747694225843,"Risk is elevated mainly because recent 14-period activity (increases risk), recent 7-period activity (increases risk), and wind (decreases risk)."
r17_c14,2024-10-22,17.0,65.0,0.0,12.3,1,10,0,0,0.0,0.0,1.0,2.0,5.0,118,0.5600331469405585,1,-0.007716587570522035,-0.025963694549222725,0.014608089183459388,-0.039397031583750616,-0.015774677707886403,-0.04056533524483775,0.001068188133587497,-0.0007964401880364968,-0.002301757208649324,0.0004985201050362026,-0.02478688789588015,0.0763963943959024,0.1135209193559998,0.011445104765738238,rolling_sum_14,rolling_sum_7,month,0.1135209193559998,0.0763963943959024,-0.04056533524483775,"Risk is elevated mainly because recent 14-period activity (increases risk), recent 7-period activity (increases risk), and month (decreases risk)."
r25_c15,2024-10-29,16.4,75.0,0.0,16.7,1,10,0,0,0.0,1.0,0.0,3.0,4.0,237,0.5593985711321636,1,-0.009942307513731586,-0.06608866463684962,0.016047156354831595,-0.024792655681318557,-0.00832086506941165,-0.05618386780630445,0.0009867538090673797,-0.00036849194341134674,-0.0005227397044930653,-0.026423418075004684,-0.000991354575148764,0.1235465780754937,0.16363752099229303,-0.050983416043467185,rolling_sum_14,rolling_sum_7,humidity,0.16363752099229303,0.1235465780754937,-0.06608866463684962,"Risk is elevated mainly because recent 14-period activity (increases risk), recent 7-period activity (increases risk), and humidity (decreases risk)."
r1_c9,2024-11-08,20.3,88.0,0.2,9.8,4,11,0,0,0.0,0.0,0.0,0.0,0.0,167,0.5572409620561645,1,-0.027783865949831864,-0.006535448012425486,0.005582048536207681,0.021676481211774953,0.0178893601198631,0.03318094261506333,0.010192361611020018,-0.00038833026747176386,-0.00023838111053395647,0.00010962125547405131,-8.856264051521195e-05,-0.0029534194084892005,-0.0020710647685477576,0.008870875914953781,month,temperature,wind,0.03318094261506333,-0.027783865949831864,0.021676481211774953,"Risk is elevated mainly because month (increases risk), temperature (decreases risk), and wind (increases risk)."
r19_c13,2024-10-29,16.4,75.0,0.0,16.7,1,10,0,0,0.0,0.0,0.0,2.0,4.0,149,0.553502993139383,1,-0.012810240423948861,-0.058835299930714645,0.004561258943190453,-0.030875925890474498,-0.005337761182698399,-0.047436784360175156,0.002368611112254171,-0.0008624739336953067,-0.0005113414706186975,0.0011364941118706816,-0.0004731181217880526,0.07652297053971242,0.12766204326671943,-0.0014037824698724108,rolling_sum_14,rolling_sum_7,humidity,0.12766204326671943,0.07652297053971242,-0.058835299930714645,"Risk is elevated mainly because recent 14-period activity (increases risk), recent 7-period activity (increases risk), and humidity (decreases risk)."
r1_c8,2024-11-08,20.3,88.0,0.2,9.8,4,11,0,0,0.0,0.0,0.0,0.0,0.0,166,0.5504329536746969,1,-0.027651149051607492,-0.007471092435053894,0.005023889558179326,0.022588156215814597,0.017437947201681608,0.03078347583676181,0.010193738869770425,-0.0003620840962980208,-0.0002456595674937314,0.00011002614364325165,-0.00010514665699978362,-0.003000696328438835,-0.002191730649677969,0.0055249356847934155,month,temperature,wind,0.03078347583676181,-0.027651149051607492,0.022588156215814597,"Risk is elevated mainly because month (increases risk), temperature (decreases risk), and wind (increases risk)."
r18_c12,2024-10-22,17.0,65.0,0.0,12.3,1,10,0,0,0.0,0.0,0.0,2.0,2.0,134,0.546334250437368,1,-0.01161051224986584,-0.03281003770540676,0.01213914120554749,-0.04100477884027642,-0.015613641757009954,-0.04865054144186268,0.0012215460725294562,-0.0010739130570713291,-0.001018875594648163,0.0015347087511633603,-0.0017732833773447484,0.0816896340748909,0.1049534866828602,-0.0014470252757574843,rolling_sum_14,rolling_sum_7,month,0.1049534866828602,0.0816896340748909,-0.04865054144186268,"Risk is elevated mainly because recent 14-period activity (increases risk), recent 7-period activity (increases risk), and month (decreases risk)."
r17_c4,2024-12-06,-0.8,51.0,0.0,16.7,4,12,0,0,0.0,0.0,0.0,0.0,0.0,125,0.5373707737038587,1,0.0390082176212675,0.05536642568339663,0.01854391581828824,-0.019159091268065562,0.001711561664469126,-0.04598745868825712,0.002982833037099436,0.0021476258276855098,-2.6287090601057944e-05,-4.8386693001194306e-05,9.042995562348849e-05,-0.0029546049668479012,-0.008808223690671394,-0.0052945264561502225,humidity,month,temperature,0.05536642568339663,-0.04598745868825712,0.0390082176212675,"Risk is elevated mainly because humidity (increases risk), month (decreases risk), and temperature (increases risk)."
r17_c19,2024-10-25,18.4,60.0,0.0,10.9,4,10,0,0,0.0,0.0,0.0,0.0,0.0,122,0.5327213397289887,1,0.014897092134232503,0.0181959461080291,0.0246358248975155,-0.005252949279270775,0.0017626465131498552,-0.0011297062716492357,0.007001530424193964,0.0014113224208203317,-0.00038657459615751375,0.0002033256383577769,0.0001159889341055925,-0.002132438747247384,-0.008071518332467054,-0.01832749306424625,precipitation,grid_id_enc,humidity,0.0246358248975155,-0.01832749306424625,0.0181959461080291,"Risk is elevated mainly because precipitation (increases risk), location history (decreases risk), and humidity (increases risk)."
r20_c14,2024-10-24,19.3,60.0,0.0,13.6,3,10,0,0,0.0,0.0,0.0,2.0,5.0,172,0.5290660062581038,1,-0.048095931272032814,-0.02475817663121606,0.01546587967002085,-0.018662251026618587,-0.017835898428362525,-0.04069806737702326,0.0015906204059837068,-0.0017950989213187001,-0.00042050675710858396,-0.00016049002692532566,-0.0012017032484283672,0.08062331717623768,0.11954826324505455,-0.0343322934997811,rolling_sum_14,rolling_sum_7,temperature,0.11954826324505455,0.08062331717623768,-0.048095931272032814,"Risk is elevated mainly because recent 14-period activity (increases risk), recent 7-period activity (increases risk), and temperature (decreases risk)."
r17_c15,2024-11-04,15.9,69.0,0.1,22.1,0,11,0,0,0.0,0.0,1.0,2.0,2.0,119,0.5268882490649662,1,-0.001828594212421905,-0.040884223668192034,-0.02121280741631595,-0.03531565900881001,-0.024534405438409897,-0.057513605888937114,0.002616980976761024,-0.0011455590333603674,0.0010762605194287484,0.0011319184089910478,-0.002387040825933614,0.09185862619471948,0.1252014901730032,-0.009973474665176188,rolling_sum_14,rolling_sum_7,month,0.1252014901730032,0.09185862619471948,-0.057513605888937114,"Risk is elevated mainly because recent 14-period activity (increases risk), recent 7-period activity (increases risk), and month (decreases risk)."
